K,rho1,ang1,rho2,ang2
0.100000000,0.000000000,0.000000000,0.000000000,0.000000000
0.100966989,0.000000000,0.000000000,0.000000000,0.000000000
0.101933978,0.000000000,0.000000000,0.000000000,0.000000000
0.102900967,0.000000000,0.000000000,0.000000000,0.000000000
0.103867956,0.000000000,0.000000000,0.000000000,0.000000000
0.104834945,0.000000000,0.000000000,0.000000000,0.000000000
0.105801934,0.000000000,0.000000000,0.000000000,0.000000000
0.106768923,0.000000000,0.000000000,0.000000000,0.000000000
0.107735912,0.000000000,0.000000000,0.000000000,0.000000000
0.108702901,0.000000000,0.000000000,0.000000000,0.000000000
0.109669890,0.000000000,0.000000000,0.000000000,0.000000000
0.110636879,0.000000000,0.000000000,0.000000000,0.000000000
0.111603868,0.000000000,0.000000000,0.000000000,0.000000000
0.112570857,0.000000000,0.000000000,0.000000000,0.000000000
0.113537846,0.000000000,0.000000000,0.000000000,0.000000000
0.114504835,0.000000000,0.000000000,0.000000000,0.000000000
0.115471824,0.000000000,0.000000000,0.000000000,0.000000000
0.116438813,0.000000000,0.000000000,0.000000000,0.000000000
0.117405802,0.000000000,0.000000000,0.000000000,0.000000000
0.118372791,0.000000000,0.000000000,0.000000000,0.000000000
0.119339780,0.000000000,0.000000000,0.000000000,0.000000000
0.120306769,0.000000000,0.000000000,0.000000000,0.000000000
0.121273758,0.000000000,0.000000000,0.000000000,0.000000000
0.122240747,0.000000000,0.000000000,0.000000000,0.000000000
0.123207736,0.000000000,0.000000000,0.000000000,0.000000000
0.124174725,0.000000000,0.000000000,0.000000000,0.000000000
0.125141714,0.000000000,0.000000000,0.000000000,0.000000000
0.126108703,0.000000000,0.000000000,0.000000000,0.000000000
0.127075692,0.000000000,0.000000000,0.000000000,0.000000000
0.128042681,0.000000000,0.000000000,0.000000000,0.000000000
0.129009670,0.000000000,0.000000000,0.000000000,0.000000000
0.129976659,0.000000000,0.000000000,0.000000000,0.000000000
0.130943648,0.000000000,0.000000000,0.000000000,0.000000000
0.131910637,0.000000000,0.000000000,0.000000000,0.000000000
0.132877626,0.000000000,0.000000000,0.000000000,0.000000000
0.133844615,0.000000000,0.000000000,0.000000000,0.000000000
0.134811604,0.000000000,0.000000000,0.000000000,0.000000000
0.135778593,0.000000000,0.000000000,0.000000000,0.000000000
0.136745582,0.000000000,0.000000000,0.000000000,0.000000000
0.137712571,0.000000000,0.000000000,0.000000000,0.000000000
0.138679560,0.000000000,0.000000000,0.000000000,0.000000000
0.139646549,0.000000000,0.000000000,0.000000000,0.000000000
0.140613538,0.000000000,0.000000000,0.000000000,0.000000000
0.141580527,0.000000000,0.000000000,0.000000000,0.000000000
0.142547516,0.000000000,0.000000000,0.000000000,0.000000000
0.143514505,0.000000000,0.000000000,0.000000000,0.000000000
0.144481494,0.000000000,0.000000000,0.000000000,0.000000000
0.145448483,0.000000000,0.000000000,0.000000000,0.000000000
0.146415472,0.000000000,0.000000000,0.000000000,0.000000000
0.147382461,0.000000000,0.000000000,0.000000000,0.000000000
0.148349450,0.000000000,0.000000000,0.000000000,0.000000000
0.149316439,0.000000000,0.000000000,0.000000000,0.000000000
0.150283428,0.000000000,0.000000000,0.000000000,0.000000000
0.151250417,0.000000000,0.000000000,0.000000000,0.000000000
0.152217406,0.000000000,0.000000000,0.000000000,0.000000000
0.153184395,0.000000000,0.000000000,0.000000000,0.000000000
0.154151384,0.000000000,0.000000000,0.000000000,0.000000000
0.155118373,0.000000000,0.000000000,0.000000000,0.000000000
0.156085362,0.000000000,0.000000000,0.000000000,0.000000000
0.157052351,0.000000000,0.000000000,0.000000000,0.000000000
0.158019340,0.000000000,0.000000000,0.000000000,0.000000000
0.158986329,0.000000000,0.000000000,0.000000000,0.000000000
0.159953318,0.000000000,0.000000000,0.000000000,0.000000000
0.160920307,0.000000000,0.000000000,0.000000000,0.000000000
0.161887296,0.000000000,0.000000000,0.000000000,0.000000000
0.162854285,0.000000000,0.000000000,0.000000000,0.000000000
0.163821274,0.000000000,0.000000000,0.000000000,0.000000000
